invoice_id,customer_id,invoice_date,due_date,payment_date,invoice_amount,credit_term,days_late,days_overdue,is_paid,is_late,is_overdue,payment_delay,risk_category,invoice_month,invoice_quarter,amount_bucket,risk_score,predicted_late,invoice_date_str,due_date_str,payment_date_str
INV-000133,CUST-1009,2023-01-26,2023-02-25,2023-02-25,5896.55,30,0.0,0,1,0,0,0.0,No Risk,1,1,Large,0.0025917335879057646,0.0,2023-01-26,2023-02-25,2023-02-25
INV-000134,CUST-1344,2023-09-14,2023-10-14,2023-10-12,904.39,30,-2.0,0,1,0,0,-2.0,No Risk,9,3,Small,0.7566962242126465,1.0,2023-09-14,2023-10-14,2023-10-12
INV-000135,CUST-1129,2023-01-08,2023-02-07,2023-02-21,13614.79,30,14.0,0,1,1,0,14.0,Low Risk,1,1,Large,0.9963891506195068,1.0,2023-01-08,2023-02-07,2023-02-21
INV-000136,CUST-1492,2024-09-16,2024-10-16,2024-11-11,3299.04,30,26.0,0,1,1,0,26.0,Low Risk,9,3,Medium,0.8634783029556274,1.0,2024-09-16,2024-10-16,2024-11-11
INV-000137,CUST-1136,2023-09-10,2023-09-25,2023-09-22,2459.2,15,-3.0,0,1,0,0,-3.0,No Risk,9,3,Medium,0.25028589367866516,0.0,2023-09-10,2023-09-25,2023-09-22
INV-000138,CUST-1472,2024-11-22,2024-12-22,2024-12-22,5806.22,30,0.0,0,1,0,0,0.0,No Risk,11,4,Large,0.6868318319320679,1.0,2024-11-22,2024-12-22,2024-12-22
INV-000139,CUST-1063,2024-12-19,2025-01-03,2025-01-06,5354.69,15,3.0,0,1,1,0,3.0,Low Risk,12,4,Large,0.9948463439941406,1.0,2024-12-19,2025-01-03,2025-01-06
INV-000140,CUST-1139,2023-10-30,2023-11-29,2023-12-15,12801.95,30,16.0,0,1,1,0,16.0,Low Risk,10,4,Large,0.993126630783081,1.0,2023-10-30,2023-11-29,2023-12-15
INV-000141,CUST-1499,2024-09-30,2024-10-30,2024-10-26,6108.88,30,-4.0,0,1,0,0,-4.0,No Risk,9,3,Large,0.7214318513870239,1.0,2024-09-30,2024-10-30,2024-10-26
INV-000142,CUST-1081,2023-02-25,2023-03-27,,12412.86,30,,824,0,0,1,824.0,High Risk,2,1,Large,,,2023-02-25,2023-03-27,
INV-000143,CUST-1392,2024-12-26,2025-01-25,2025-01-22,2320.31,30,-3.0,0,1,0,0,-3.0,No Risk,12,4,Medium,0.7953082323074341,1.0,2024-12-26,2025-01-25,2025-01-22
INV-000144,CUST-1163,2024-06-09,2024-06-24,,5505.42,15,,369,0,0,1,369.0,High Risk,6,2,Large,,,2024-06-09,2024-06-24,
INV-000145,CUST-1419,2024-04-18,2024-05-18,2024-05-23,2014.65,30,5.0,0,1,1,0,5.0,Low Risk,4,2,Medium,0.9973342418670654,1.0,2024-04-18,2024-05-18,2024-05-23
INV-000146,CUST-1289,2023-01-28,2023-02-27,2023-02-27,5314.22,30,0.0,0,1,0,0,0.0,No Risk,1,1,Large,0.033045485615730286,0.0,2023-01-28,2023-02-27,2023-02-27
INV-000147,CUST-1379,2023-03-19,2023-04-18,2023-04-20,4485.34,30,2.0,0,1,1,0,2.0,Low Risk,3,1,Medium,0.995186984539032,1.0,2023-03-19,2023-04-18,2023-04-20
INV-000148,CUST-1261,2023-08-04,2023-09-18,2023-09-16,4333.64,45,-2.0,0,1,0,0,-2.0,No Risk,8,3,Medium,0.003199061844497919,0.0,2023-08-04,2023-09-18,2023-09-16
INV-000149,CUST-1490,2024-01-21,2024-02-05,2024-02-03,4364.15,15,-2.0,0,1,0,0,-2.0,No Risk,1,1,Medium,0.15045829117298126,0.0,2024-01-21,2024-02-05,2024-02-03
INV-000150,CUST-1231,2023-12-31,2024-01-30,2024-01-30,8858.31,30,0.0,0,1,0,0,0.0,No Risk,12,4,Large,0.955673336982727,1.0,2023-12-31,2024-01-30,2024-01-30
INV-000151,CUST-1041,2024-10-27,2024-11-26,2024-11-26,1358.47,30,0.0,0,1,0,0,0.0,No Risk,10,4,Medium,0.11670676618814468,0.0,2024-10-27,2024-11-26,2024-11-26
INV-000152,CUST-1028,2024-06-09,2024-07-09,2024-07-09,2392.68,30,0.0,0,1,0,0,0.0,No Risk,6,2,Medium,0.0041641537100076675,0.0,2024-06-09,2024-07-09,2024-07-09
INV-000153,CUST-1135,2024-11-29,2024-12-29,2024-12-28,4757.81,30,-1.0,0,1,0,0,-1.0,No Risk,11,4,Medium,0.2790032923221588,0.0,2024-11-29,2024-12-29,2024-12-28
INV-000154,CUST-1201,2023-11-08,2023-12-08,2024-01-01,1914.23,30,24.0,0,1,1,0,24.0,Low Risk,11,4,Medium,0.47258058190345764,0.0,2023-11-08,2023-12-08,2024-01-01
INV-000155,CUST-1328,2023-01-07,2023-02-21,2023-03-06,5099.47,45,13.0,0,1,1,0,13.0,Low Risk,1,1,Large,0.9982559084892273,1.0,2023-01-07,2023-02-21,2023-03-06
INV-000156,CUST-1268,2023-01-03,2023-02-02,2023-02-03,4718.84,30,1.0,0,1,1,0,1.0,Low Risk,1,1,Medium,0.7727288007736206,1.0,2023-01-03,2023-02-02,2023-02-03
INV-000157,CUST-1418,2024-09-14,2024-10-14,2024-10-12,1598.78,30,-2.0,0,1,0,0,-2.0,No Risk,9,3,Medium,0.21395541727542877,0.0,2024-09-14,2024-10-14,2024-10-12
INV-000158,CUST-1033,2023-12-29,2024-01-28,2024-01-30,1536.82,30,2.0,0,1,1,0,2.0,Low Risk,12,4,Medium,0.9949111342430115,1.0,2023-12-29,2024-01-28,2024-01-30
INV-000159,CUST-1048,2024-05-22,2024-06-21,2024-06-21,602.43,30,0.0,0,1,0,0,0.0,No Risk,5,2,Small,0.0045792884193360806,0.0,2024-05-22,2024-06-21,2024-06-21
INV-000160,CUST-1407,2023-10-01,2023-10-31,2023-10-30,1850.97,30,-1.0,0,1,0,0,-1.0,No Risk,10,4,Medium,0.006289317738264799,0.0,2023-10-01,2023-10-31,2023-10-30
INV-000161,CUST-1062,2024-05-20,2024-06-19,2024-07-02,4971.41,30,13.0,0,1,1,0,13.0,Low Risk,5,2,Medium,0.9203975200653076,1.0,2024-05-20,2024-06-19,2024-07-02
INV-000162,CUST-1216,2023-01-15,2023-02-14,2023-02-15,5568.89,30,1.0,0,1,1,0,1.0,Low Risk,1,1,Large,0.9981518387794495,1.0,2023-01-15,2023-02-14,2023-02-15
INV-000163,CUST-1293,2023-07-11,2023-09-09,2023-09-11,5776.31,60,2.0,0,1,1,0,2.0,Low Risk,7,3,Large,0.9979754090309143,1.0,2023-07-11,2023-09-09,2023-09-11
INV-000164,CUST-1099,2024-09-22,2024-10-22,2024-11-15,2637.71,30,24.0,0,1,1,0,24.0,Low Risk,9,3,Medium,0.7078742980957031,1.0,2024-09-22,2024-10-22,2024-11-15
INV-000165,CUST-1172,2024-04-29,2024-05-29,2024-05-29,4843.33,30,0.0,0,1,0,0,0.0,No Risk,4,2,Medium,0.16877904534339905,0.0,2024-04-29,2024-05-29,2024-05-29
INV-000166,CUST-1360,2023-01-28,2023-02-27,,6753.36,30,,852,0,0,1,852.0,High Risk,1,1,Large,,,2023-01-28,2023-02-27,
INV-000167,CUST-1214,2024-12-14,2025-01-13,2025-01-13,1782.14,30,0.0,0,1,0,0,0.0,No Risk,12,4,Medium,0.007188017945736647,0.0,2024-12-14,2025-01-13,2025-01-13
INV-000168,CUST-1475,2023-02-08,2023-03-10,2023-03-10,5424.4,30,0.0,0,1,0,0,0.0,No Risk,2,1,Large,0.002100816462188959,0.0,2023-02-08,2023-03-10,2023-03-10
INV-000169,CUST-1035,2023-09-30,2023-10-30,2023-11-12,8309.75,30,13.0,0,1,1,0,13.0,Low Risk,9,3,Large,0.8819714784622192,1.0,2023-09-30,2023-10-30,2023-11-12
INV-000170,CUST-1449,2023-08-19,2023-10-03,2023-10-03,3318.88,45,0.0,0,1,0,0,0.0,No Risk,8,3,Medium,0.009961194358766079,0.0,2023-08-19,2023-10-03,2023-10-03
INV-000171,CUST-1227,2023-03-27,2023-05-11,2023-06-03,11496.38,45,23.0,0,1,1,0,23.0,Low Risk,3,1,Large,0.9619518518447876,1.0,2023-03-27,2023-05-11,2023-06-03
INV-000172,CUST-1101,2024-04-18,2024-05-18,2024-05-15,3381.43,30,-3.0,0,1,0,0,-3.0,No Risk,4,2,Medium,0.002736684400588274,0.0,2024-04-18,2024-05-18,2024-05-15
INV-000173,CUST-1431,2023-05-06,2023-06-20,2023-06-20,2469.95,45,0.0,0,1,0,0,0.0,No Risk,5,2,Medium,0.12683115899562836,0.0,2023-05-06,2023-06-20,2023-06-20
INV-000174,CUST-1462,2024-06-20,2024-07-20,2024-07-18,7673.08,30,-2.0,0,1,0,0,-2.0,No Risk,6,2,Large,0.2877602279186249,0.0,2024-06-20,2024-07-20,2024-07-18
INV-000175,CUST-1131,2023-05-25,2023-06-24,2023-06-30,25000.1,30,6.0,0,1,1,0,6.0,Low Risk,5,2,XLarge,0.6450521349906921,1.0,2023-05-25,2023-06-24,2023-06-30
INV-000176,CUST-1257,2024-06-08,2024-06-23,2024-06-26,5262.09,15,3.0,0,1,1,0,3.0,Low Risk,6,2,Large,0.9920112490653992,1.0,2024-06-08,2024-06-23,2024-06-26
INV-000177,CUST-1005,2023-07-31,2023-09-29,2023-10-03,8167.57,60,4.0,0,1,1,0,4.0,Low Risk,7,3,Large,0.2364233285188675,0.0,2023-07-31,2023-09-29,2023-10-03
INV-000178,CUST-1218,2023-01-25,2023-02-24,2023-03-24,3271.57,30,28.0,0,1,1,0,28.0,Low Risk,1,1,Medium,0.9969167709350586,1.0,2023-01-25,2023-02-24,2023-03-24
INV-000179,CUST-1255,2024-08-02,2024-09-01,2024-09-01,1820.21,30,0.0,0,1,0,0,0.0,No Risk,8,3,Medium,0.006794770248234272,0.0,2024-08-02,2024-09-01,2024-09-01
INV-000180,CUST-1398,2024-01-29,2024-02-13,2024-02-14,5613.96,15,1.0,0,1,1,0,1.0,Low Risk,1,1,Large,0.6299780011177063,1.0,2024-01-29,2024-02-13,2024-02-14
INV-000181,CUST-1359,2023-03-08,2023-04-07,2023-04-23,6371.05,30,16.0,0,1,1,0,16.0,Low Risk,3,1,Large,0.1396937221288681,0.0,2023-03-08,2023-04-07,2023-04-23
INV-000182,CUST-1283,2023-08-21,2023-09-20,2023-09-16,3691.07,30,-4.0,0,1,0,0,-4.0,No Risk,8,3,Medium,0.17204026877880096,0.0,2023-08-21,2023-09-20,2023-09-16
INV-000183,CUST-1393,2023-04-19,2023-05-19,2023-07-01,8142.44,30,43.0,0,1,1,0,43.0,Medium Risk,4,2,Large,0.9943190217018127,1.0,2023-04-19,2023-05-19,2023-07-01
INV-000184,CUST-1207,2023-05-26,2023-06-10,,2912.41,15,,749,0,0,1,749.0,High Risk,5,2,Medium,,,2023-05-26,2023-06-10,
INV-000185,CUST-1015,2023-04-21,2023-05-21,2023-05-23,2388.29,30,2.0,0,1,1,0,2.0,Low Risk,4,2,Medium,0.9971653819084167,1.0,2023-04-21,2023-05-21,2023-05-23
INV-000186,CUST-1346,2023-08-16,2023-09-15,2023-09-24,11481.75,30,9.0,0,1,1,0,9.0,Low Risk,8,3,Large,0.8128954768180847,1.0,2023-08-16,2023-09-15,2023-09-24
INV-000187,CUST-1042,2023-04-21,2023-05-21,2023-06-02,11525.05,30,12.0,0,1,1,0,12.0,Low Risk,4,2,Large,0.997154712677002,1.0,2023-04-21,2023-05-21,2023-06-02
INV-000188,CUST-1380,2024-04-14,2024-05-14,2024-05-14,2958.76,30,0.0,0,1,0,0,0.0,No Risk,4,2,Medium,0.0664122924208641,0.0,2024-04-14,2024-05-14,2024-05-14
INV-000189,CUST-1461,2023-02-03,2023-03-05,2023-03-03,19439.85,30,-2.0,0,1,0,0,-2.0,No Risk,2,1,XLarge,0.04627944901585579,0.0,2023-02-03,2023-03-05,2023-03-03
INV-000190,CUST-1179,2024-09-14,2024-10-14,2024-10-12,3906.18,30,-2.0,0,1,0,0,-2.0,No Risk,9,3,Medium,0.002577906008809805,0.0,2024-09-14,2024-10-14,2024-10-12
INV-000191,CUST-1063,2024-01-04,2024-01-19,,5259.68,15,,526,0,0,1,526.0,High Risk,1,1,Large,,,2024-01-04,2024-01-19,
INV-000192,CUST-1352,2024-08-17,2024-09-16,2024-09-19,4592.95,30,3.0,0,1,1,0,3.0,Low Risk,8,3,Medium,0.6649917364120483,1.0,2024-08-17,2024-09-16,2024-09-19
INV-000193,CUST-1231,2024-07-07,2024-09-05,2024-09-10,7472.67,60,5.0,0,1,1,0,5.0,Low Risk,7,3,Large,0.9621198773384094,1.0,2024-07-07,2024-09-05,2024-09-10
INV-000194,CUST-1241,2024-02-29,2024-03-30,2024-03-30,6106.67,30,0.0,0,1,0,0,0.0,No Risk,2,1,Large,0.0037637415807694197,0.0,2024-02-29,2024-03-30,2024-03-30
INV-000195,CUST-1052,2024-09-04,2024-10-04,2024-10-06,6041.27,30,2.0,0,1,1,0,2.0,Low Risk,9,3,Large,0.8162065744400024,1.0,2024-09-04,2024-10-04,2024-10-06
INV-000196,CUST-1096,2024-06-01,2024-07-01,,2174.06,30,,362,0,0,1,362.0,High Risk,6,2,Medium,,,2024-06-01,2024-07-01,
INV-000197,CUST-1388,2024-11-22,2024-12-22,2024-12-21,1273.02,30,-1.0,0,1,0,0,-1.0,No Risk,11,4,Medium,0.19548693299293518,0.0,2024-11-22,2024-12-22,2024-12-21
INV-000198,CUST-1222,2023-10-09,2023-11-08,2023-11-05,12255.47,30,-3.0,0,1,0,0,-3.0,No Risk,10,4,Large,0.2551642656326294,0.0,2023-10-09,2023-11-08,2023-11-05
INV-000199,CUST-1485,2023-11-16,2023-12-16,2023-12-14,3176.84,30,-2.0,0,1,0,0,-2.0,No Risk,11,4,Medium,0.6794259548187256,1.0,2023-11-16,2023-12-16,2023-12-14
INV-000200,CUST-1407,2024-03-18,2024-04-17,2024-04-14,4725.71,30,-3.0,0,1,0,0,-3.0,No Risk,3,1,Medium,0.002272583544254303,0.0,2024-03-18,2024-04-17,2024-04-14
INV-000201,CUST-1231,2023-11-11,2023-12-11,2023-12-28,6383.29,30,17.0,0,1,1,0,17.0,Low Risk,11,4,Large,0.9204654693603516,1.0,2023-11-11,2023-12-11,2023-12-28
INV-000202,CUST-1237,2024-01-12,2024-03-12,,18091.68,60,,473,0,0,1,473.0,High Risk,1,1,XLarge,,,2024-01-12,2024-03-12,
INV-000203,CUST-1143,2023-10-16,2023-11-30,2023-12-05,5591.97,45,5.0,0,1,1,0,5.0,Low Risk,10,4,Large,0.8859809637069702,1.0,2023-10-16,2023-11-30,2023-12-05
INV-000204,CUST-1171,2024-03-12,2024-04-11,2024-04-05,3583.74,30,-6.0,0,1,0,0,-6.0,No Risk,3,1,Medium,0.0024441005662083626,0.0,2024-03-12,2024-04-11,2024-04-05
INV-000205,CUST-1029,2024-10-23,2024-11-22,2024-12-03,3233.0,30,11.0,0,1,1,0,11.0,Low Risk,10,4,Medium,0.7892192006111145,1.0,2024-10-23,2024-11-22,2024-12-03
INV-000206,CUST-1036,2023-10-04,2023-11-18,2023-11-18,4770.06,45,0.0,0,1,0,0,0.0,No Risk,10,4,Medium,0.17864972352981567,0.0,2023-10-04,2023-11-18,2023-11-18
INV-000207,CUST-1013,2024-12-10,2025-01-09,2025-01-05,2374.42,30,-4.0,0,1,0,0,-4.0,No Risk,12,4,Medium,0.1393090933561325,0.0,2024-12-10,2025-01-09,2025-01-05
INV-000208,CUST-1160,2024-08-04,2024-09-03,2024-09-07,5029.62,30,4.0,0,1,1,0,4.0,Low Risk,8,3,Large,0.8899662494659424,1.0,2024-08-04,2024-09-03,2024-09-07
INV-000209,CUST-1327,2024-05-17,2024-07-16,2024-07-29,4714.43,60,13.0,0,1,1,0,13.0,Low Risk,5,2,Medium,0.8575620055198669,1.0,2024-05-17,2024-07-16,2024-07-29
INV-000210,CUST-1187,2024-09-15,2024-10-15,2024-11-03,18273.76,30,19.0,0,1,1,0,19.0,Low Risk,9,3,XLarge,0.9456102848052979,1.0,2024-09-15,2024-10-15,2024-11-03
INV-000211,CUST-1243,2024-05-30,2024-06-29,2024-06-26,4596.82,30,-3.0,0,1,0,0,-3.0,No Risk,5,2,Medium,0.0026258579455316067,0.0,2024-05-30,2024-06-29,2024-06-26
INV-000212,CUST-1086,2023-12-16,2024-02-14,2024-02-12,1054.07,60,-2.0,0,1,0,0,-2.0,No Risk,12,4,Medium,0.13126018643379211,0.0,2023-12-16,2024-02-14,2024-02-12
INV-000213,CUST-1284,2024-03-21,2024-04-20,2024-05-16,41723.04,30,26.0,0,1,1,0,26.0,Low Risk,3,1,XLarge,0.9929928779602051,1.0,2024-03-21,2024-04-20,2024-05-16
INV-000214,CUST-1066,2023-12-16,2023-12-31,2023-12-31,10566.74,15,0.0,0,1,0,0,0.0,No Risk,12,4,Large,0.004615647252649069,0.0,2023-12-16,2023-12-31,2023-12-31
INV-000215,CUST-1170,2024-08-29,2024-09-28,2024-09-26,26000.71,30,-2.0,0,1,0,0,-2.0,No Risk,8,3,XLarge,0.6970288753509521,1.0,2024-08-29,2024-09-28,2024-09-26
INV-000216,CUST-1045,2024-10-25,2024-12-09,2024-12-09,1947.19,45,0.0,0,1,0,0,0.0,No Risk,10,4,Medium,0.013494365848600864,0.0,2024-10-25,2024-12-09,2024-12-09
INV-000217,CUST-1062,2023-05-17,2023-07-01,2023-06-27,4115.59,45,-4.0,0,1,0,0,-4.0,No Risk,5,2,Medium,0.1424056738615036,0.0,2023-05-17,2023-07-01,2023-06-27
INV-000218,CUST-1441,2023-08-31,2023-10-15,2023-10-15,8429.74,45,0.0,0,1,0,0,0.0,No Risk,8,3,Large,0.8988934755325317,1.0,2023-08-31,2023-10-15,2023-10-15
INV-000219,CUST-1134,2024-06-26,2024-07-26,2024-07-28,7548.57,30,2.0,0,1,1,0,2.0,Low Risk,6,2,Large,0.70070880651474,1.0,2024-06-26,2024-07-26,2024-07-28
INV-000220,CUST-1284,2023-02-09,2023-03-26,2023-04-18,6282.67,45,23.0,0,1,1,0,23.0,Low Risk,2,1,Large,0.9948482513427734,1.0,2023-02-09,2023-03-26,2023-04-18
INV-000221,CUST-1028,2023-08-17,2023-10-16,2023-10-11,845.82,60,-5.0,0,1,0,0,-5.0,No Risk,8,3,Small,0.011522907763719559,0.0,2023-08-17,2023-10-16,2023-10-11
INV-000222,CUST-1108,2024-07-01,2024-07-31,2024-08-20,1248.94,30,20.0,0,1,1,0,20.0,Low Risk,7,3,Medium,0.9965601563453674,1.0,2024-07-01,2024-07-31,2024-08-20
INV-000223,CUST-1044,2023-08-11,2023-10-10,2023-10-17,16547.93,60,7.0,0,1,1,0,7.0,Low Risk,8,3,XLarge,0.997812032699585,1.0,2023-08-11,2023-10-10,2023-10-17
INV-000224,CUST-1340,2023-01-06,2023-02-20,2023-02-21,19077.48,45,1.0,0,1,1,0,1.0,Low Risk,1,1,XLarge,0.20079001784324646,0.0,2023-01-06,2023-02-20,2023-02-21
INV-000225,CUST-1286,2023-11-18,2023-12-18,2023-12-23,4512.83,30,5.0,0,1,1,0,5.0,Low Risk,11,4,Medium,0.8470054268836975,1.0,2023-11-18,2023-12-18,2023-12-23
INV-000226,CUST-1446,2024-04-12,2024-05-12,2024-05-12,14948.14,30,0.0,0,1,0,0,0.0,No Risk,4,2,Large,0.29000839591026306,0.0,2024-04-12,2024-05-12,2024-05-12
INV-000227,CUST-1331,2023-03-16,2023-04-15,2023-05-30,2167.69,30,45.0,0,1,1,0,45.0,Medium Risk,3,1,Medium,0.4638700783252716,0.0,2023-03-16,2023-04-15,2023-05-30
INV-000228,CUST-1128,2023-01-04,2023-02-03,2023-02-03,2603.1,30,0.0,0,1,0,0,0.0,No Risk,1,1,Medium,0.02156817354261875,0.0,2023-01-04,2023-02-03,2023-02-03
INV-000229,CUST-1348,2024-10-07,2024-11-06,2024-11-04,2034.85,30,-2.0,0,1,0,0,-2.0,No Risk,10,4,Medium,0.23063935339450836,0.0,2024-10-07,2024-11-06,2024-11-04
INV-000230,CUST-1473,2023-04-28,2023-05-28,,2490.07,30,,762,0,0,1,762.0,High Risk,4,2,Medium,,,2023-04-28,2023-05-28,
INV-000231,CUST-1231,2024-08-28,2024-10-12,2024-10-16,8761.8,45,4.0,0,1,1,0,4.0,Low Risk,8,3,Large,0.9879944324493408,1.0,2024-08-28,2024-10-12,2024-10-16
INV-000232,CUST-1190,2024-05-18,2024-07-17,2024-07-15,2465.42,60,-2.0,0,1,0,0,-2.0,No Risk,5,2,Medium,0.0944337397813797,0.0,2024-05-18,2024-07-17,2024-07-15
INV-000233,CUST-1225,2024-07-27,2024-09-10,,29489.64,45,,291,0,0,1,291.0,High Risk,7,3,XLarge,,,2024-07-27,2024-09-10,
INV-000234,CUST-1385,2024-03-16,2024-03-31,2024-04-20,7101.47,15,20.0,0,1,1,0,20.0,Low Risk,3,1,Large,0.9641889929771423,1.0,2024-03-16,2024-03-31,2024-04-20
INV-000235,CUST-1377,2023-07-13,2023-08-12,2023-09-04,11703.25,30,23.0,0,1,1,0,23.0,Low Risk,7,3,Large,0.9947722554206848,1.0,2023-07-13,2023-08-12,2023-09-04
INV-000236,CUST-1283,2024-12-15,2025-01-14,2025-01-16,7273.21,30,2.0,0,1,1,0,2.0,Low Risk,12,4,Large,0.9444822669029236,1.0,2024-12-15,2025-01-14,2025-01-16
INV-000237,CUST-1446,2024-01-27,2024-02-26,2024-02-23,12983.25,30,-3.0,0,1,0,0,-3.0,No Risk,1,1,Large,0.19380299746990204,0.0,2024-01-27,2024-02-26,2024-02-23
INV-000238,CUST-1121,2023-01-26,2023-03-12,2023-03-19,2454.31,45,7.0,0,1,1,0,7.0,Low Risk,1,1,Medium,0.9969190359115601,1.0,2023-01-26,2023-03-12,2023-03-19
INV-000239,CUST-1116,2024-03-10,2024-05-09,2024-05-12,15639.37,60,3.0,0,1,1,0,3.0,Low Risk,3,1,XLarge,0.9939765930175781,1.0,2024-03-10,2024-05-09,2024-05-12
INV-000240,CUST-1461,2023-06-22,2023-07-22,2023-07-25,5501.36,30,3.0,0,1,1,0,3.0,Low Risk,6,2,Large,0.07201613485813141,0.0,2023-06-22,2023-07-22,2023-07-25
INV-000241,CUST-1233,2023-10-27,2023-12-26,2023-12-26,12931.39,60,0.0,0,1,0,0,0.0,No Risk,10,4,Large,0.7287541627883911,1.0,2023-10-27,2023-12-26,2023-12-26
INV-000242,CUST-1259,2024-10-06,2024-11-20,2024-11-18,1553.63,45,-2.0,0,1,0,0,-2.0,No Risk,10,4,Medium,0.05418049916625023,0.0,2024-10-06,2024-11-20,2024-11-18
INV-000243,CUST-1359,2023-11-22,2023-12-22,2023-12-19,5678.64,30,-3.0,0,1,0,0,-3.0,No Risk,11,4,Large,0.8893671631813049,1.0,2023-11-22,2023-12-22,2023-12-19
INV-000244,CUST-1198,2024-02-14,2024-03-30,2024-03-28,5520.32,45,-2.0,0,1,0,0,-2.0,No Risk,2,1,Large,0.13198012113571167,0.0,2024-02-14,2024-03-30,2024-03-28
INV-000245,CUST-1456,2023-04-28,2023-05-28,2023-05-24,2994.73,30,-4.0,0,1,0,0,-4.0,No Risk,4,2,Medium,0.008229393512010574,0.0,2023-04-28,2023-05-28,2023-05-24
INV-000246,CUST-1411,2024-12-24,2025-01-23,2025-01-25,6313.81,30,2.0,0,1,1,0,2.0,Low Risk,12,4,Large,0.8945450782775879,1.0,2024-12-24,2025-01-23,2025-01-25
INV-000247,CUST-1137,2023-08-13,2023-09-12,2023-09-14,16842.92,30,2.0,0,1,1,0,2.0,Low Risk,8,3,XLarge,0.9964783787727356,1.0,2023-08-13,2023-09-12,2023-09-14
INV-000248,CUST-1318,2024-06-15,2024-07-15,2024-08-04,2816.02,30,20.0,0,1,1,0,20.0,Low Risk,6,2,Medium,0.8878048658370972,1.0,2024-06-15,2024-07-15,2024-08-04
INV-000249,CUST-1165,2023-04-23,2023-05-23,2023-05-24,10609.27,30,1.0,0,1,1,0,1.0,Low Risk,4,2,Large,0.6067718267440796,1.0,2023-04-23,2023-05-23,2023-05-24
INV-000250,CUST-1225,2023-05-20,2023-06-19,2023-06-15,1994.33,30,-4.0,0,1,0,0,-4.0,No Risk,5,2,Medium,0.00646604411303997,0.0,2023-05-20,2023-06-19,2023-06-15
INV-000251,CUST-1307,2024-07-12,2024-08-11,2024-08-11,26570.47,30,0.0,0,1,0,0,0.0,No Risk,7,3,XLarge,0.3124336004257202,0.0,2024-07-12,2024-08-11,2024-08-11
INV-000252,CUST-1234,2023-01-01,2023-01-31,2023-01-31,9206.64,30,0.0,0,1,0,0,0.0,No Risk,1,1,Large,0.004310277756303549,0.0,2023-01-01,2023-01-31,2023-01-31
INV-000253,CUST-1172,2023-03-31,2023-04-30,2023-05-07,19537.56,30,7.0,0,1,1,0,7.0,Low Risk,3,1,XLarge,0.7782961130142212,1.0,2023-03-31,2023-04-30,2023-05-07
INV-000254,CUST-1152,2024-10-15,2024-11-14,2024-11-16,8413.97,30,2.0,0,1,1,0,2.0,Low Risk,10,4,Large,0.9214079976081848,1.0,2024-10-15,2024-11-14,2024-11-16
INV-000255,CUST-1463,2023-11-16,2023-12-16,2023-12-17,6717.63,30,1.0,0,1,1,0,1.0,Low Risk,11,4,Large,0.9963864088058472,1.0,2023-11-16,2023-12-16,2023-12-17
INV-000256,CUST-1315,2024-07-03,2024-08-02,2024-08-01,9268.22,30,-1.0,0,1,0,0,-1.0,No Risk,7,3,Large,0.0040647657588124275,0.0,2024-07-03,2024-08-02,2024-08-01
INV-000257,CUST-1374,2023-05-19,2023-06-03,2023-06-02,4406.53,15,-1.0,0,1,0,0,-1.0,No Risk,5,2,Medium,0.21327778697013855,0.0,2023-05-19,2023-06-03,2023-06-02
INV-000258,CUST-1160,2024-05-25,2024-06-24,2024-07-01,1347.13,30,7.0,0,1,1,0,7.0,Low Risk,5,2,Medium,0.7451515793800354,1.0,2024-05-25,2024-06-24,2024-07-01
INV-000259,CUST-1096,2023-09-16,2023-10-16,2023-10-18,7029.84,30,2.0,0,1,1,0,2.0,Low Risk,9,3,Large,0.9227103590965271,1.0,2023-09-16,2023-10-16,2023-10-18
INV-000260,CUST-1472,2024-11-03,2024-12-03,2024-12-05,2685.43,30,2.0,0,1,1,0,2.0,Low Risk,11,4,Medium,0.7211843132972717,1.0,2024-11-03,2024-12-03,2024-12-05
INV-000261,CUST-1233,2024-11-20,2025-01-04,2025-01-07,2035.85,45,3.0,0,1,1,0,3.0,Low Risk,11,4,Medium,0.8667627573013306,1.0,2024-11-20,2025-01-04,2025-01-07
INV-000262,CUST-1180,2023-01-10,2023-02-09,2023-02-10,8176.62,30,1.0,0,1,1,0,1.0,Low Risk,1,1,Large,0.9976661205291748,1.0,2023-01-10,2023-02-09,2023-02-10
INV-000263,CUST-1113,2023-09-18,2023-10-18,2023-10-18,3931.25,30,0.0,0,1,0,0,0.0,No Risk,9,3,Medium,0.044489238411188126,0.0,2023-09-18,2023-10-18,2023-10-18
INV-000264,CUST-1318,2024-10-11,2024-12-10,2024-12-09,11183.15,60,-1.0,0,1,0,0,-1.0,No Risk,10,4,Large,0.10849710553884506,0.0,2024-10-11,2024-12-10,2024-12-09
INV-000265,CUST-1497,2023-06-21,2023-08-05,2023-08-05,2614.55,45,0.0,0,1,0,0,0.0,No Risk,6,2,Medium,0.3809930682182312,0.0,2023-06-21,2023-08-05,2023-08-05
INV-000266,CUST-1442,2023-01-13,2023-03-14,2023-03-13,3372.25,60,-1.0,0,1,0,0,-1.0,No Risk,1,1,Medium,0.01590786874294281,0.0,2023-01-13,2023-03-14,2023-03-13
